Issue ID,URL,Title,State,Description,Author,Author Username,Assignee,Assignee Username,Confidential,Locked,Due Date,Created At (UTC),Updated At (UTC),Closed At (UTC),Milestone,Weight,Labels,Time Estimate,Time Spent
298,http://10.164.174.152/dc2/emes/lomos-prod/-/issues/298,MS025 : 繝ｫ繝ｼ繝医・繧ｹ繧ｿ險ｭ螳・/ Route_Master_Settings : Message Not fully shown,Closed,"'# 竊摘nter when creating defect issue竊・ 

## Defect Summary  
Enter summary here  

## References / Evidences  
Actual message
![image](/uploads/3301b893e23ed33ab5b2ed2b9ea375e0/image.png)    
![image](/uploads/a79a95437abc4d1424e0b507d1b42c7a/image.png)  


Expected
![image](/uploads/31cbca59970dd646fe6fcd7d1853e61c/image.png)  
![image](/uploads/7d9d7d0f007358857364fb8ff6650422/image.png)  

## Function With Error  
Error message  

## What Error Occurred  
Word ""Route"" is missing in message, when delete and add item.  

## Operation Procedure  
1. Add new item, see the message.

1. Delete added item, see the message.  

## Expected Result  
As shown in OLD LOMOS capture, with word ROUTE inside message.  

## Actual Result  
Word ""Route"" is missing in message.   

---

# 竊摘nter when issue is resolved竊・ 

## What was the direct cause?  
Enter the direct cause of this  

## What was the root cause?  
Enter the root cause of this  

## How can this be prevented from next time?  
Enter how to prevent, so it will not happen in future  

## What was changed to resolve this?  
Enter which files/settings you have updated  

## How was it changed to resolve this?  
Enter what/how each files/settings have been updated  

## References / Evidences  
Paste screen capture after update",Nomura,nomura,Nomura,nomura,No,No,,2020/11/4 7:29,2020/11/9 5:42,2020/11/9 5:42,,,Defect-PT-InternalReview,0,0
299,http://10.164.174.152/dc2/emes/lomos-prod/-/issues/299,ZK007 : 蝨ｨ蠎ｫ繧ｹ繝・・繧ｿ繧ｹ邂｡逅・/ Stock_Status_Management : Field is not shown as required field,Closed,"'# 竊摘nter when creating defect issue竊・ 

## Defect Summary  
Dropdown is not shown as required field.  

## References / Evidences  
IN NEW LOMOS  
![image](/uploads/ad6af906eaf9f67e4028474ba9fd3e90/image.png)  
  
IN OLD LOMOS    
![image](/uploads/e750a94ee9590dea9c136b1c6f86872b/image.png)   
   
## Function With Error  
Dropdown related UI  

## What Error Occurred  
Not shown as required field.  

## Operation Procedure  
None  

## Expected Result  
Inventory status is shown as required field.  

## Actual Result  
Inventory status is NOT shown as required field.  
 

---

# 竊摘nter when issue is resolved竊・ 

## What was the direct cause?  
Enter the direct cause of this  

## What was the root cause?  
Enter the root cause of this  

## How can this be prevented from next time?  
Enter how to prevent, so it will not happen in future  

## What was changed to resolve this?  
Enter which files/settings you have updated  

## How was it changed to resolve this?  
Enter what/how each files/settings have been updated  

## References / Evidences  
Paste screen capture after update",Nomura,nomura,Nomura,nomura,No,No,,2020/11/5 3:41,2020/11/9 5:42,2020/11/9 5:42,,,Defect-PT-InternalReview,0,0
301,http://10.164.174.152/dc2/emes/lomos-prod/-/issues/301,List export feature is not working as expected,Closed,"'# 竊摘nter when creating defect issue竊・ 

## Defect Summary  
Export button does not export csv file in `D:/csvprint` folder in VM.  

## References / Evidences  
RPTN002  
![RPTN002-1](/uploads/74999eee8431f78bd02e5a12a6ff54b7/RPTN002-1.gif)  
  
RPTN003
![RPTN003-1](/uploads/13bc1de6a3b6f5c40b2313f49d1577d4/RPTN003-1.gif)  

RPTN004  
![RPTN004-1](/uploads/b87ed24b0e8eb582e4cb98e48131c043/RPTN004-1.gif)  
  
RPTN006  
![RPTN006-1](/uploads/e55faad7b9eeeb6c8826b4c667df8678/RPTN006-1.gif)  

## Function With Error  
Export csv  

## What Error Occurred  
csv is not exported  

## Operation Procedure  
1. Open NK screen and apply actions as shown in gif  

## Expected Result  
1. CSV is exported in VM `D:/csvprint`   

## Actual Result  
1. CSV is not exported   

---

# 竊摘nter when issue is resolved竊・ 

## What was the direct cause?  
Enter the direct cause of this  

## What was the root cause?  
Enter the root cause of this  

## How can this be prevented from next time?  
Enter how to prevent, so it will not happen in future  

## What was changed to resolve this?  
Enter which files/settings you have updated  

## How was it changed to resolve this?  
Enter what/how each files/settings have been updated  

## References / Evidences  
Paste screen capture after update",Nomura,nomura,AUT-Iskandar,iskandar,No,No,,2020/11/9 5:18,2020/11/10 6:52,2020/11/10 6:51,,,Defect-PT-InternalReview,0,0
302,http://10.164.174.152/dc2/emes/lomos-prod/-/issues/302,RPTN002 : 譽壼査蟾ｮ逡ｰ繝ｪ繧ｹ繝・/ Export_Inventory_Diff_List : System Error,Closed,"'# 竊摘nter when creating defect issue竊・ 

## Defect Summary  
System error occurs when export button is pressed.    

## References / Evidences  
![RPTN002-1](/uploads/c9726d30edd224970b8654ec4bf100bf/RPTN002-1.gif)  

## Function With Error  
CSV Export  

## What Error Occurred  
System Error    

## Operation Procedure  
1. Start inventory for any zone.
2. Edit any content in inventory.
3. Select check of edited inventory.  
4. Click Export Diff List Export button to export RPTN002 csv.

## Expected Result  
1. CSV gets exported in `D:csvprint` in VM.  

## Actual Result  
1. System Error
2. CSV not exported (#301)  

---

# 竊摘nter when issue is resolved竊・ 

## What was the direct cause?  
Enter the direct cause of this  

## What was the root cause?  
Enter the root cause of this  

## How can this be prevented from next time?  
Enter how to prevent, so it will not happen in future  

## What was changed to resolve this?  
Enter which files/settings you have updated  

## How was it changed to resolve this?  
Enter what/how each files/settings have been updated  

## References / Evidences  
Paste screen capture after update",Nomura,nomura,Kent Loong,kentloong,No,No,,2020/11/9 5:23,2020/11/10 6:54,2020/11/10 6:54,,,"Defect-PT-InternalReview,Doing",0,0
354,http://10.164.174.152/dc2/emes/lomos-prod/-/issues/354,RPTN002 - Message says No Diff to report even after update.,Closed,"'# 竊摘nter when creating defect issue竊・ 

## Defect Summary  
Message says No Diff to report even after update,  
Report is exported as expected..

## References / Evidences  
![RPTN002-InventoryDiff](/uploads/a3056ee6bbfb6c6a2aaef13517e07d2f/RPTN002-InventoryDiff.gif)  

## Function With Error  
Check for diff made.  

## What Error Occurred  
Being detected as No Diff, even after I have updated inventory content.  

## Operation Procedure  
1. In VM access TN002
2. Update any inventory, change any item count.
3. Click button to export diff in inventory.  

## Expected Result  
Message says export done.
CSV is exported.  

## Actual Result  
Message says no diff.
CSV is exported.  

---

# 竊摘nter when issue is resolved竊・ 

## What was the direct cause?  
Enter the direct cause of this  

## What was the root cause?  
Enter the root cause of this  

## How can this be prevented from next time?  
Enter how to prevent, so it will not happen in future  

## What was changed to resolve this?  
Enter which files/settings you have updated  

## How was it changed to resolve this?  
Enter what/how each files/settings have been updated  

## References / Evidences  
Paste screen capture after update",Nomura,nomura,AUT-Iskandar,iskandar,No,No,,2020/11/13 14:00,2020/11/18 6:06,2020/11/18 6:06,,,Defect-PT-InternalReview,0,0
355,http://10.164.174.152/dc2/emes/lomos-prod/-/issues/355,RPTN002/RPTN003 - Wrong CSV name,Closed,"'# 竊摘nter when creating defect issue竊・ 

## Defect Summary  
Exported CSV file name seems different with the screen name specified in SVN, for RPTN002 and RPTN003.

IN SVN
RPTN002 -> Inventory Diff
RPTN003 -> Inventory List
RPTN004 -> Inventory Result List
RPTN006 -> Inventory White List List

## References / Evidences  
![image](/uploads/91e1dfa2b6f60293d53d5316609f557e/image.png)  

## Function With Error  
CSV file name  

## What Error Occurred  
as noted in summary.  

## Operation Procedure  
Export each csv in TN002 and TN001  

## Expected Result  
CSV file name is shown as expected in SVN  

## Actual Result  
CSV file name is shown is different with SVN  
 

---

# 竊摘nter when issue is resolved竊・ 

## What was the direct cause?  
Enter the direct cause of this  

## What was the root cause?  
Enter the root cause of this  

## How can this be prevented from next time?  
Enter how to prevent, so it will not happen in future  

## What was changed to resolve this?  
Enter which files/settings you have updated  

## How was it changed to resolve this?  
Enter what/how each files/settings have been updated  

## References / Evidences  
Paste screen capture after update",Nomura,nomura,AUT-Iskandar,iskandar,No,No,,2020/11/13 14:12,2020/11/17 6:22,2020/11/17 6:22,,,"Defect-PT-InternalReview,To Do",0,0
356,http://10.164.174.152/dc2/emes/lomos-prod/-/issues/356,[QA] About content of CSV with RPTN002 -> Inventory Diff,Closed,"Currently for zone `FF`, when I changed only 2 items,  
following csv content was exported.  

may I confirm followings.

1. Items that are NOT changes is expected to show in csv.
2. Following data is ALL data that is expected to be shown for `FF` data.

```
0000000001	蟇悟｣ｫ騾壼膚莠・001	譚ｱ莠ｬ繧ｻ繝ｳ繧ｿ繝ｼ		F0000001	FF	霑泌刀繧ｾ繝ｼ繝ｳ	0000000001	繧ｱ繝ｼ繧ｹ/繝舌Λ	縺翫＞縺励＞繧ｳ繧ｳ繧｢縲24g	・苓｢・10	1	1	0	4902777465579	 	 	1	1
0000000001	蟇悟｣ｫ騾壼膚莠・001	譚ｱ莠ｬ繧ｻ繝ｳ繧ｿ繝ｼ		F0000001	FF	霑泌刀繧ｾ繝ｼ繝ｳ	0000000001	繧ｱ繝ｼ繧ｹ/繝舌Λ	縺翫＞縺励＞繧ｳ繧ｳ繧｢縲24g	・苓｢・10	31138	31128	-10	4902777465579	001	 	1	2
0000000001	蟇悟｣ｫ騾壼膚莠・001	譚ｱ莠ｬ繧ｻ繝ｳ繧ｿ繝ｼ		F0000001	FF	霑泌刀繧ｾ繝ｼ繝ｳ	0000000001	繧ｱ繝ｼ繧ｹ/繝舌Λ	縺翫＞縺励＞繧ｳ繧ｳ繧｢縲24g	・苓｢・10	100	100	0	4902777465579	1	20150404	1	3
0000000001	蟇悟｣ｫ騾壼膚莠・001	譚ｱ莠ｬ繧ｻ繝ｳ繧ｿ繝ｼ		F0000001	FF	霑泌刀繧ｾ繝ｼ繝ｳ	0000000001	繧ｱ繝ｼ繧ｹ/繝舌Λ	縺翫＞縺励＞繧ｳ繧ｳ繧｢縲24g	・苓｢・10	88	78	-10	4902777465579	48	20150911	1	4
0000000001	蟇悟｣ｫ騾壼膚莠・001	譚ｱ莠ｬ繧ｻ繝ｳ繧ｿ繝ｼ		F0000001	FF	霑泌刀繧ｾ繝ｼ繝ｳ	0000000001	繧ｱ繝ｼ繧ｹ/繝舌Λ	縺翫＞縺励＞繧ｳ繧ｳ繧｢縲24g	・苓｢・10	7998	7998	0	4902777465579	H000000001	20130706	1	5
0000000001	蟇悟｣ｫ騾壼膚莠・001	譚ｱ莠ｬ繧ｻ繝ｳ繧ｿ繝ｼ		F0000001	FF	霑泌刀繧ｾ繝ｼ繝ｳ	0000000001	繧ｱ繝ｼ繧ｹ/繝舌Λ	縺翫＞縺励＞繧ｳ繧ｳ繧｢縲24g	・苓｢・10	11	11	0	4902777465579	LOT001	20000101	1	6
```",Nomura,nomura,AUT-Iskandar,iskandar,No,No,,2020/11/13 14:20,2020/11/18 6:06,2020/11/18 6:06,,,Defect-PT-InternalReview,0,0
357,http://10.164.174.152/dc2/emes/lomos-prod/-/issues/357,SK015 : 蜃ｺ闕ｷ螳溽ｸｾ騾ｲ謐玲・邏ｰ / Shipping_Result_Progress_Statement : UI Diff with OLD LOMOS,Closed,"'# 竊摘nter when creating defect issue竊・ 

## Defect Summary  
2 section in SK015 is different with OLD LOMOS

## References / Evidences  
In this screen  
![image](/uploads/2b36a8a7174387bdc2b8fcf743f1a9be/image.png)    

cell is not properly set. and value is not shown.   
![image](/uploads/167e6d79e63fcd6998bacdf0f7952d6c/image.png)  

Text shown here is different  
![image](/uploads/c53f3e96cda12b8186db204585e80c29/image.png)  

OLD LOMOS SAMPLE  
![image](/uploads/0426d9cd8a2fb4b83ed66dd995bf3059/image.png)  

## Function With Error  
UI  

## What Error Occurred  
1. Table layout
2. Table header text  

## Operation Procedure  
1. None   

## Expected Result  
Shown in similar way with OLD LOMOS    

## Actual Result  
Some text is different, and table is corrupted.    

---

# 竊摘nter when issue is resolved竊・ 

## What was the direct cause?  
Enter the direct cause of this  

## What was the root cause?  
Enter the root cause of this  

## How can this be prevented from next time?  
Enter how to prevent, so it will not happen in future  

## What was changed to resolve this?  
Enter which files/settings you have updated  

## How was it changed to resolve this?  
Enter what/how each files/settings have been updated  

## References / Evidences  
Paste screen capture after update",Nomura,nomura,Nomura,nomura,No,No,,2020/11/13 14:32,2020/11/26 4:59,2020/11/26 4:59,,,Defect-PT-InternalReview,0,0
362,http://10.164.174.152/dc2/emes/lomos-prod/-/issues/362,SK010 : 蜃ｺ闕ｷ螳溽ｸｾ蝠上＞蜷医ｏ縺・/ Shipping_Result_Inquiry : Required field color update,Closed,"'# 竊摘nter when creating defect issue竊・ 

## Defect Summary  
Required field cell background color is not exact same as OLD LOMOS.  
    
## References / Evidences  
![image](/uploads/fddc77c425acdb59110b62a1161d5c11/image.png)  
  
![image](/uploads/a605eabaf4bd841907bf12048dc09fb3/image.png)  
  

## Function With Error  
Required field UI  

## What Error Occurred  
Followings are shown as required field, but is actually not.  
1. Deliver Destination Name  
2. Deliver Date TO     

After check with FAE, conclusion, please update as following 
1. Deliver Destination Name : Is NOT shown as required field.
    - **This needs to be shown as non-required field.**  
2. Deliver Date TO : Is shown as required field.
    - **This can remain as it is. No updates are needed.**    

## Operation Procedure  
1. None  

## Expected Result  
1. Deliver Destination Name : Is NOT shown as required field.
    - **This needs to be shown as non-required field.**  
2. Deliver Date TO : Is shown as required field.
    - **This can remain as it is. No updates are needed.**    

## Actual Result  
1. Deliver Destination Name : Is shown as required field.    
2. Deliver Date TO : Is shown as required field.    

---

# 竊摘nter when issue is resolved竊・ 

## What was the direct cause?  
Enter the direct cause of this  

## What was the root cause?  
Enter the root cause of this  

## How can this be prevented from next time?  
Enter how to prevent, so it will not happen in future  

## What was changed to resolve this?  
Enter which files/settings you have updated  

## How was it changed to resolve this?  
Enter what/how each files/settings have been updated  

## References / Evidences  
Paste screen capture after update",Nomura,nomura,Kent Loong,kentloong,No,No,,2020/11/17 2:42,2020/11/17 6:15,2020/11/17 6:15,,,Defect-PT-InternalReview,0,0
371,http://10.164.174.152/dc2/emes/lomos-prod/-/issues/371,(result) PT UI review_TR004:蜃ｺ闕ｷ螳溽ｸｾ螻･豁ｴ蜿ら・・亥膚蜩∝挨・・ shipping_redult_histry_inquiry_by_item,Closed,"'# 竊摘nter when creating defect issue竊・ 

## Defect Summary  

Please follow UI and rules.

1. evi#all 蝠・刀繧ｳ繝ｼ繝・is a required contents. It should be added '*'next to 蝠・刀繧ｳ繝ｼ繝・



2. evi#8 蝠・刀繧ｳ繝ｼ繝・JANCD,ITFCD are left-justification.


## References / Evidences  
![image](/uploads/3556195c25de4747357af5fe1b5c7eb9/image.png)
![image](/uploads/47a02841759df773112cdc62c33be22f/image.png)

![image](/uploads/c163348ba97ae3eef8abbd53c3f6b0a4/image.png)
![image](/uploads/21354b02e08d917f3ae1449ae40afcd3/image.png)

## Function With Error  
none
## What Error Occurred  
none
## Operation Procedure  

1. Please add '*' next to 蝠・刀繧ｳ繝ｼ繝・
2. These code are left-justification. Please change them to center-justification.

## Expected Result  
It will become same as UI design.
## Actual Result  
none
---

# 竊摘nter when issue is resolved竊・ 

## What was the direct cause?  
Enter the direct cause of this  

## What was the root cause?  
Enter the root cause of this  

## How can this be prevented from next time?  
Enter how to prevent, so it will not happen in future  

## What was changed to resolve this?  
Enter which files/settings you have updated  

## How was it changed to resolve this?  
Enter what/how each files/settings have been updated  

## References / Evidences  
Paste screen capture after update","Hattori, Michiyo",hattori,Kent Loong,kentloong,No,No,,2020/11/20 10:02,2020/11/23 3:35,2020/11/23 3:35,,,Defect-PT-InternalReview,0,0
